x,y,no2,pm10,pm2.5,NO2_Index,PM10_Index,PM2.5_Index,Worst_Index
379825,5820325,11,15,10,2,1,2,2
379825,5820375,11,15,10,2,1,2,2
379825,5820425,11,15,10,2,1,2,2
379825,5820475,11,15,10,2,1,2,2
379825,5820525,11,15,10,2,1,2,2
379825,5820575,11,15,10,2,1,2,2
379825,5820625,11,15,10,2,1,2,2
379825,5820675,12,15,10,2,1,2,2
379825,5820725,12,16,11,2,2,3,3
379825,5820775,12,16,11,2,2,3,3
379825,5820825,12,16,11,2,2,3,3
379825,5820875,12,16,11,2,2,3,3
379825,5820925,12,16,11,2,2,3,3
379825,5820975,13,16,11,2,2,3,3
379825,5821025,12,16,11,2,2,3,3
379825,5821075,16,17,11,3,2,3,3
379825,5821125,12,16,11,2,2,3,3
379825,5821175,12,16,11,2,2,3,3
379825,5821225,16,17,11,3,2,3,3
379825,5821275,23,22,12,4,3,3,4
379825,5821325,13,16,11,2,2,3,3
379825,5821375,15,16,11,2,2,3,3
379825,5821425,13,16,11,2,2,3,3
379825,5821475,19,20,12,3,2,3,3
379825,5821525,12,16,11,2,2,3,3
379825,5821575,12,16,11,2,2,3,3
379825,5821625,16,17,11,3,2,3,3
379825,5821675,16,17,11,3,2,3,3
379825,5821725,17,17,11,3,2,3,3
379825,5821775,13,16,11,2,2,3,3
379825,5821825,13,16,11,2,2,3,3
379825,5821875,14,16,11,2,2,3,3
379825,5821925,14,16,11,2,2,3,3
379825,5821975,15,17,11,2,2,3,3
379825,5822025,14,16,11,2,2,3,3
379825,5822075,13,16,11,2,2,3,3
379825,5822125,13,16,11,2,2,3,3
379825,5822175,13,16,11,2,2,3,3
379825,5822225,13,16,11,2,2,3,3
379825,5822275,13,16,11,2,2,3,3
379825,5822325,25,23,13,4,3,3,4
379825,5822375,14,16,11,2,2,3,3
379825,5822425,17,17,12,3,2,3,3
379825,5822475,17,17,12,3,2,3,3
379825,5822525,17,17,12,3,2,3,3
379825,5822575,17,17,12,3,2,3,3
379825,5822625,17,17,12,3,2,3,3
379825,5822675,17,17,12,3,2,3,3
379825,5822725,16,17,11,3,2,3,3
379825,5822775,12,16,11,2,2,3,3
379825,5822825,12,17,11,2,2,3,3
379825,5822875,12,17,11,2,2,3,3
379825,5822925,13,17,11,2,2,3,3
379825,5822975,12,16,11,2,2,3,3
379825,5823025,18,19,12,3,2,3,3
379825,5823075,21,19,13,4,2,3,4
379825,5823125,19,18,12,3,2,3,3
379825,5823175,22,20,13,4,2,3,4
379825,5823225,21,19,13,4,2,3,4
379825,5823275,18,18,12,3,2,3,3
379825,5823325,13,17,12,2,2,3,3
379825,5823375,12,16,11,2,2,3,3
379825,5823425,12,16,11,2,2,3,3
379825,5823475,12,17,11,2,2,3,3
379825,5823525,12,17,11,2,2,3,3
379825,5823575,16,20,12,3,2,3,3
379825,5823625,17,21,12,3,3,3,3
379825,5823675,12,17,11,2,2,3,3
379825,5823725,11,16,11,2,2,3,3
379825,5823775,11,16,11,2,2,3,3
379825,5823825,11,15,10,2,1,2,2
379825,5823875,11,15,10,2,1,2,2
379825,5823925,11,15,10,2,1,2,2
379825,5823975,11,16,11,2,2,3,3
379825,5824025,11,15,10,2,1,2,2
379825,5824075,11,15,10,2,1,2,2
379825,5824125,11,17,11,2,2,3,3
379825,5824175,12,16,10,2,2,2,2
379825,5824225,19,20,13,3,2,3,3
379825,5824275,17,17,12,3,2,3,3
379825,5824325,19,17,12,3,2,3,3
379825,5824375,18,17,12,3,2,3,3
379825,5824425,15,17,12,2,2,3,3
379825,5824475,16,17,12,3,2,3,3
379825,5824525,19,19,12,3,2,3,3
379825,5824575,22,21,13,4,3,3,4
379825,5824625,18,21,13,3,3,3,3
379825,5824675,18,21,13,3,3,3,3
379825,5824725,14,17,11,2,2,3,3
379825,5824775,11,15,10,2,1,2,2
379825,5824825,11,15,10,2,1,2,2
379825,5824875,11,15,10,2,1,2,2
379825,5824925,12,15,10,2,1,2,2
379825,5824975,12,15,10,2,1,2,2
379825,5825025,12,15,10,2,1,2,2
379825,5825075,12,15,10,2,1,2,2
379825,5825125,12,15,10,2,1,2,2
379825,5825175,12,15,10,2,1,2,2
379825,5825225,12,15,10,2,1,2,2
379825,5825275,12,15,10,2,1,2,2
379825,5825325,12,15,10,2,1,2,2
379825,5825375,12,15,10,2,1,2,2
379825,5825425,12,15,10,2,1,2,2
379825,5825475,11,15,10,2,1,2,2
379825,5825525,11,15,10,2,1,2,2
379825,5825575,12,15,10,2,1,2,2
379825,5825625,12,15,10,2,1,2,2
379825,5825675,12,15,10,2,1,2,2
379825,5825725,12,15,10,2,1,2,2
379825,5825775,12,15,10,2,1,2,2
379825,5825825,12,15,10,2,1,2,2
379825,5825875,12,15,10,2,1,2,2
379825,5825925,12,15,10,2,1,2,2
379825,5825975,12,15,10,2,1,2,2
379825,5826025,12,15,10,2,1,2,2
379825,5826075,12,15,10,2,1,2,2
379825,5826125,12,15,10,2,1,2,2
379825,5826175,12,15,10,2,1,2,2
379825,5826225,12,16,10,2,2,2,2
379825,5826275,13,19,12,2,2,3,3
379825,5826325,13,17,12,2,2,3,3
379825,5826375,13,17,12,2,2,3,3
379825,5826425,13,17,12,2,2,3,3
379825,5826475,13,17,12,2,2,3,3
379825,5826525,13,17,12,2,2,3,3
379825,5826575,12,16,11,2,2,3,3
379825,5826625,13,17,12,2,2,3,3
379825,5826675,11,15,10,2,1,2,2
379825,5826725,12,16,10,2,2,2,2
379825,5826775,12,17,10,2,2,2,2
379825,5826825,13,17,10,2,2,2,2
379825,5826875,13,17,10,2,2,2,2
379825,5826925,13,17,10,2,2,2,2
379825,5826975,13,17,10,2,2,2,2
379825,5827025,13,18,10,2,2,2,2
379825,5827075,14,19,12,2,2,3,3
379825,5827125,13,18,12,2,2,3,3
379825,5827175,12,18,11,2,2,3,3
379825,5827225,13,18,12,2,2,3,3
379825,5827275,13,18,12,2,2,3,3
379825,5827325,13,17,12,2,2,3,3
379825,5827375,14,17,12,2,2,3,3
379825,5827425,13,19,12,2,2,3,3
379825,5827475,12,16,11,2,2,3,3
379825,5827525,13,17,12,2,2,3,3
379825,5827575,12,16,12,2,2,3,3
379825,5827625,12,16,12,2,2,3,3
379825,5827675,13,17,12,2,2,3,3
379825,5827725,12,16,11,2,2,3,3
379825,5827775,14,18,12,2,2,3,3
379825,5827825,16,20,13,3,2,3,3
379825,5827875,15,20,13,2,2,3,3
379825,5827925,13,17,12,2,2,3,3
379825,5827975,13,17,12,2,2,3,3
379825,5828025,12,16,11,2,2,3,3
379825,5828075,13,17,12,2,2,3,3
379825,5828125,12,16,11,2,2,3,3
379825,5828175,12,16,11,2,2,3,3
379825,5828225,12,16,11,2,2,3,3
379825,5828275,12,16,11,2,2,3,3
379825,5828325,12,16,11,2,2,3,3
379825,5828375,13,16,11,2,2,3,3
379825,5828425,13,15,10,2,1,2,2
379825,5828475,13,15,10,2,1,2,2
379825,5828525,13,15,10,2,1,2,2
379825,5828575,13,15,10,2,1,2,2
379825,5828625,13,15,10,2,1,2,2
379825,5828675,13,15,10,2,1,2,2
379825,5828725,13,15,10,2,1,2,2
379825,5828775,13,15,10,2,1,2,2
379825,5828825,13,15,10,2,1,2,2
379825,5828875,13,15,10,2,1,2,2
379825,5828925,13,15,10,2,1,2,2
379825,5828975,13,15,10,2,1,2,2
379825,5829025,13,15,10,2,1,2,2
379825,5829075,12,15,10,2,1,2,2
379825,5829125,12,15,10,2,1,2,2
379825,5829175,13,15,10,2,1,2,2
379825,5829225,13,15,10,2,1,2,2
379825,5829275,12,14,10,2,1,2,2
379825,5829325,13,15,10,2,1,2,2
379825,5829375,12,15,10,2,1,2,2
379825,5829425,11,14,10,2,1,2,2
379825,5829475,11,14,10,2,1,2,2
379825,5829525,11,14,10,2,1,2,2
379825,5829575,11,14,10,2,1,2,2
379825,5829625,11,14,10,2,1,2,2
379825,5829675,11,14,10,2,1,2,2
379825,5829725,11,15,10,2,1,2,2
379825,5829775,11,16,11,2,2,3,3
379825,5829825,13,16,12,2,2,3,3
379825,5829875,12,16,11,2,2,3,3
379825,5829925,13,16,11,2,2,3,3
379825,5829975,12,16,11,2,2,3,3
379825,5830025,12,16,11,2,2,3,3
379825,5830075,16,18,12,3,2,3,3
379825,5830125,11,16,11,2,2,3,3
379825,5830175,12,15,10,2,1,2,2
379825,5830225,11,15,10,2,1,2,2
379825,5830275,11,15,10,2,1,2,2
379825,5830325,10,15,10,1,1,2,2
379825,5830375,11,15,10,2,1,2,2
379825,5830425,11,15,10,2,1,2,2
379825,5830475,11,15,10,2,1,2,2
379825,5830525,11,15,10,2,1,2,2
379825,5830575,11,15,10,2,1,2,2
379825,5830625,11,15,10,2,1,2,2
379825,5830675,11,15,10,2,1,2,2
379825,5830725,12,15,10,2,1,2,2
379825,5830775,14,17,11,2,2,3,3
379825,5830825,12,16,11,2,2,3,3
379825,5830875,12,16,11,2,2,3,3
379825,5830925,13,17,11,2,2,3,3
379825,5830975,11,15,11,2,1,3,3
379825,5831025,12,15,11,2,1,3,3
379825,5831075,11,15,11,2,1,3,3
379825,5831125,12,16,11,2,2,3,3
379825,5831175,14,19,12,2,2,3,3
379825,5831225,12,16,11,2,2,3,3
379825,5831275,12,16,11,2,2,3,3
379825,5831325,11,15,11,2,1,3,3
379825,5831375,12,16,11,2,2,3,3
379825,5831425,11,15,11,2,1,3,3
379825,5831475,13,16,11,2,2,3,3
379825,5831525,11,15,11,2,1,3,3
379825,5831575,12,16,11,2,2,3,3
379825,5831625,12,15,11,2,1,3,3
379825,5831675,12,15,11,2,1,3,3
379825,5831725,12,16,11,2,2,3,3
379825,5831775,16,19,13,3,2,3,3
379825,5831825,16,21,13,3,3,3,3
379825,5831875,12,17,12,2,2,3,3
379825,5831925,14,17,12,2,2,3,3
379825,5831975,12,16,11,2,2,3,3
379825,5832025,12,16,11,2,2,3,3
379825,5832075,12,16,11,2,2,3,3
379825,5832125,11,15,11,2,1,3,3
379825,5832175,11,15,10,2,1,2,2
379825,5832225,11,15,10,2,1,2,2
379825,5832275,11,15,10,2,1,2,2
379825,5832325,11,15,10,2,1,2,2
379825,5832375,12,15,10,2,1,2,2
379825,5832425,13,15,10,2,1,2,2
379875,5809225,13,15,10,2,1,2,2
379875,5809275,13,16,11,2,2,3,3
379875,5809325,15,19,12,2,2,3,3
379875,5809375,13,16,11,2,2,3,3
379875,5809425,13,15,11,2,1,3,3
379875,5809475,12,15,11,2,1,3,3
379875,5809525,13,15,11,2,1,3,3
379875,5809575,14,17,11,2,2,3,3
379875,5809625,10,15,10,1,1,2,2
379875,5809675,12,15,10,2,1,2,2
379875,5809725,12,16,10,2,2,2,2
379875,5809775,12,16,10,2,2,2,2
379875,5809825,12,16,10,2,2,2,2
379875,5809875,12,16,10,2,2,2,2
379875,5809925,13,16,11,2,2,3,3
379875,5809975,13,17,10,2,2,2,2
379875,5810025,16,18,12,3,2,3,3
379875,5810075,15,18,12,2,2,3,3
379875,5810125,16,20,13,3,2,3,3
379875,5810175,15,18,12,2,2,3,3
379875,5810225,14,18,12,2,2,3,3
379875,5810275,13,17,12,2,2,3,3
379875,5810325,13,17,12,2,2,3,3
379875,5810375,13,17,12,2,2,3,3
379875,5810425,14,18,12,2,2,3,3
379875,5810475,14,16,12,2,2,3,3
379875,5810525,21,21,13,4,3,3,4
379875,5810575,13,17,12,2,2,3,3
379875,5810625,13,17,12,2,2,3,3
379875,5810675,15,17,12,2,2,3,3
379875,5810725,14,17,12,2,2,3,3
379875,5810775,17,20,13,3,2,3,3
379875,5810825,14,17,12,2,2,3,3
379875,5810875,13,16,12,2,2,3,3
379875,5810925,13,16,12,2,2,3,3
379875,5810975,13,16,12,2,2,3,3
379875,5811025,14,17,12,2,2,3,3
379875,5811075,15,18,12,2,2,3,3
379875,5811125,15,18,12,2,2,3,3
379875,5811175,22,20,13,4,2,3,4
379875,5811225,22,21,13,4,3,3,4
379875,5811275,17,19,12,3,2,3,3
379875,5811325,14,16,12,2,2,3,3
379875,5811375,15,16,12,2,2,3,3
379875,5811425,16,16,12,3,2,3,3
379875,5811475,14,16,12,2,2,3,3
379875,5811525,13,16,12,2,2,3,3
379875,5811575,15,17,12,2,2,3,3
379875,5811625,20,18,12,3,2,3,3
379875,5811675,18,17,12,3,2,3,3
379875,5811725,20,18,12,3,2,3,3
379875,5811775,21,20,13,4,2,3,4
379875,5811825,14,17,12,2,2,3,3
379875,5811875,13,16,12,2,2,3,3
379875,5811925,13,16,12,2,2,3,3
379875,5811975,13,16,12,2,2,3,3
379875,5812025,13,16,12,2,2,3,3
379875,5812075,15,17,12,2,2,3,3
379875,5812125,22,20,13,4,2,3,4
379875,5812175,18,17,12,3,2,3,3
379875,5812225,18,17,12,3,2,3,3
379875,5812275,18,17,12,3,2,3,3
379875,5812325,18,17,12,3,2,3,3
379875,5812375,14,17,11,2,2,3,3
379875,5812425,12,16,10,2,2,2,2
379875,5812475,12,16,10,2,2,2,2
379875,5812525,12,16,10,2,2,2,2
379875,5812575,12,16,10,2,2,2,2
379875,5812625,13,16,10,2,2,2,2
379875,5812675,14,16,10,2,2,2,2
379875,5812725,12,14,10,2,1,2,2
379875,5812775,12,14,10,2,1,2,2
379875,5812825,12,14,10,2,1,2,2
379875,5812875,12,14,10,2,1,2,2
379875,5812925,12,14,10,2,1,2,2
379875,5812975,12,14,10,2,1,2,2
379875,5813025,12,14,10,2,1,2,2
379875,5813075,12,14,10,2,1,2,2
379875,5813125,12,14,10,2,1,2,2
379875,5813175,12,14,10,2,1,2,2
379875,5813225,13,14,10,2,1,2,2
379875,5813275,13,14,10,2,1,2,2
379875,5813325,13,14,10,2,1,2,2
379875,5813375,13,14,10,2,1,2,2
379875,5813425,13,14,10,2,1,2,2
379875,5813475,13,14,10,2,1,2,2
379875,5813525,13,14,10,2,1,2,2
379875,5813575,12,14,10,2,1,2,2
379875,5813625,12,14,10,2,1,2,2
379875,5813675,12,14,10,2,1,2,2
379875,5813725,13,15,10,2,1,2,2
379875,5813775,13,15,10,2,1,2,2
379875,5813825,13,15,10,2,1,2,2
379875,5813875,13,15,10,2,1,2,2
379875,5813925,13,15,10,2,1,2,2
379875,5813975,13,16,11,2,2,3,3
379875,5814025,13,16,11,2,2,3,3
379875,5814075,13,16,11,2,2,3,3
379875,5814125,13,16,10,2,2,2,2
379875,5814175,14,16,10,2,2,2,2
379875,5814225,23,22,12,4,3,3,4
379875,5814275,19,21,12,3,3,3,3
379875,5814325,21,20,12,4,2,3,4
379875,5814375,13,15,10,2,1,2,2
379875,5814425,13,15,10,2,1,2,2
379875,5814475,13,15,10,2,1,2,2
379875,5814525,13,15,10,2,1,2,2
379875,5814575,13,15,10,2,1,2,2
379875,5814625,13,15,10,2,1,2,2
379875,5814675,13,15,10,2,1,2,2
379875,5814725,13,15,10,2,1,2,2
379875,5814775,13,15,10,2,1,2,2
379875,5814825,13,15,10,2,1,2,2
379875,5814875,13,15,10,2,1,2,2
379875,5814925,13,15,10,2,1,2,2
379875,5814975,13,15,10,2,1,2,2
379875,5815025,13,15,10,2,1,2,2
379875,5815075,13,15,10,2,1,2,2
379875,5815125,13,15,10,2,1,2,2
379875,5815175,13,16,10,2,2,2,2
379875,5815225,13,16,10,2,2,2,2
379875,5815275,13,16,10,2,2,2,2
379875,5815325,13,16,10,2,2,2,2
379875,5815375,13,16,10,2,2,2,2
379875,5815425,13,16,10,2,2,2,2
379875,5815475,13,16,10,2,2,2,2
379875,5815525,12,16,10,2,2,2,2
379875,5815575,12,16,10,2,2,2,2
379875,5815625,13,15,10,2,1,2,2
379875,5815675,13,15,10,2,1,2,2
379875,5815725,12,14,9,2,1,2,2
379875,5815775,12,14,9,2,1,2,2
379875,5815825,12,14,9,2,1,2,2
379875,5815875,12,14,9,2,1,2,2
379875,5815925,12,14,9,2,1,2,2
379875,5815975,12,14,9,2,1,2,2
379875,5816025,12,14,9,2,1,2,2
379875,5816075,12,14,9,2,1,2,2
379875,5816125,12,14,9,2,1,2,2
379875,5816175,12,14,9,2,1,2,2
379875,5816225,12,14,9,2,1,2,2
379875,5816275,12,14,9,2,1,2,2
379875,5816325,12,14,9,2,1,2,2
379875,5816375,12,14,9,2,1,2,2
379875,5816425,12,14,9,2,1,2,2
379875,5816475,12,14,9,2,1,2,2
379875,5816525,12,14,10,2,1,2,2
379875,5816575,12,14,10,2,1,2,2
379875,5816625,12,14,10,2,1,2,2
379875,5816675,12,14,10,2,1,2,2
379875,5816725,12,14,10,2,1,2,2
379875,5816775,12,14,10,2,1,2,2
379875,5816825,12,14,10,2,1,2,2
379875,5816875,12,14,10,2,1,2,2
379875,5816925,12,14,10,2,1,2,2
379875,5816975,12,14,10,2,1,2,2
379875,5817025,12,14,10,2,1,2,2
379875,5817075,12,14,10,2,1,2,2
379875,5817125,12,14,10,2,1,2,2
379875,5817175,12,14,10,2,1,2,2
379875,5817225,12,14,10,2,1,2,2
379875,5817275,12,14,10,2,1,2,2
379875,5817325,12,14,10,2,1,2,2
379875,5817375,12,14,10,2,1,2,2
379875,5817425,12,14,9,2,1,2,2
379875,5817475,12,14,9,2,1,2,2
379875,5817525,12,14,9,2,1,2,2
379875,5817575,12,14,9,2,1,2,2
379875,5817625,12,14,9,2,1,2,2
379875,5817675,12,14,9,2,1,2,2
379875,5817725,12,14,10,2,1,2,2
379875,5817775,12,14,10,2,1,2,2
379875,5817825,12,14,10,2,1,2,2
379875,5817875,12,14,10,2,1,2,2
379875,5817925,12,14,10,2,1,2,2
379875,5817975,12,14,10,2,1,2,2
379875,5818025,12,14,10,2,1,2,2
379875,5818075,11,14,10,2,1,2,2
379875,5818125,11,15,10,2,1,2,2
379875,5818175,11,15,10,2,1,2,2
379875,5818225,11,15,10,2,1,2,2
379875,5818275,12,15,10,2,1,2,2
379875,5818325,12,15,10,2,1,2,2
379875,5818375,12,15,10,2,1,2,2
379875,5818425,12,15,10,2,1,2,2
379875,5818475,12,15,10,2,1,2,2
379875,5818525,12,15,11,2,1,3,3
379875,5818575,12,15,11,2,1,3,3
379875,5818625,14,17,12,2,2,3,3
379875,5818675,12,15,11,2,1,3,3
379875,5818725,20,18,13,3,2,3,3
379875,5818775,18,17,12,3,2,3,3
379875,5818825,17,17,12,3,2,3,3
379875,5818875,22,23,13,4,3,3,4
379875,5818925,14,17,12,2,2,3,3
379875,5818975,15,19,13,2,2,3,3
379875,5819025,17,20,13,3,2,3,3
379875,5819075,15,18,12,2,2,3,3
379875,5819125,16,19,13,3,2,3,3
379875,5819175,15,17,12,2,2,3,3
379875,5819225,14,16,11,2,2,3,3
379875,5819275,16,17,11,3,2,3,3
379875,5819325,18,19,12,3,2,3,3
379875,5819375,15,18,12,2,2,3,3
379875,5819425,14,17,12,2,2,3,3
379875,5819475,14,17,11,2,2,3,3
379875,5819525,14,17,11,2,2,3,3
379875,5819575,14,17,11,2,2,3,3
379875,5819625,12,16,11,2,2,3,3
379875,5819675,14,18,12,2,2,3,3
379875,5819725,12,15,10,2,1,2,2
379875,5819775,11,15,10,2,1,2,2
379875,5819825,11,15,10,2,1,2,2
379875,5819875,11,15,10,2,1,2,2
379875,5819925,11,15,10,2,1,2,2
379875,5819975,12,15,10,2,1,2,2
379875,5820025,13,15,10,2,1,2,2
379875,5820075,12,15,10,2,1,2,2
379875,5820125,12,15,10,2,1,2,2
379875,5820175,13,15,10,2,1,2,2
379875,5820225,12,15,10,2,1,2,2
379875,5820275,12,15,10,2,1,2,2
379875,5820325,11,15,10,2,1,2,2
379875,5820375,11,15,10,2,1,2,2
379875,5820425,11,15,10,2,1,2,2
379875,5820475,11,15,10,2,1,2,2
379875,5820525,11,15,10,2,1,2,2
379875,5820575,11,15,10,2,1,2,2
379875,5820625,11,15,10,2,1,2,2
379875,5820675,11,15,10,2,1,2,2
379875,5820725,17,17,11,3,2,3,3
379875,5820775,17,17,11,3,2,3,3
379875,5820825,17,17,11,3,2,3,3
379875,5820875,12,16,11,2,2,3,3
379875,5820925,13,16,11,2,2,3,3
379875,5820975,13,16,11,2,2,3,3
379875,5821025,15,17,11,2,2,3,3
379875,5821075,16,17,11,3,2,3,3
379875,5821125,16,17,11,3,2,3,3
379875,5821175,16,17,11,3,2,3,3
379875,5821225,16,17,11,3,2,3,3
379875,5821275,23,22,12,4,3,3,4
379875,5821325,14,16,11,2,2,3,3
379875,5821375,15,16,11,2,2,3,3
379875,5821425,12,16,11,2,2,3,3
379875,5821475,19,20,12,3,2,3,3
379875,5821525,12,16,11,2,2,3,3
379875,5821575,12,16,11,2,2,3,3
379875,5821625,12,16,11,2,2,3,3
379875,5821675,16,17,11,3,2,3,3
379875,5821725,17,17,11,3,2,3,3
379875,5821775,17,17,11,3,2,3,3
379875,5821825,17,17,11,3,2,3,3
379875,5821875,13,16,11,2,2,3,3
379875,5821925,14,16,11,2,2,3,3
379875,5821975,16,17,11,3,2,3,3
379875,5822025,14,16,11,2,2,3,3
379875,5822075,13,16,11,2,2,3,3
379875,5822125,13,16,11,2,2,3,3
379875,5822175,13,16,11,2,2,3,3
379875,5822225,13,16,11,2,2,3,3
379875,5822275,13,16,11,2,2,3,3
379875,5822325,25,23,13,4,3,3,4
379875,5822375,28,21,13,4,3,3,4
379875,5822425,17,17,12,3,2,3,3
379875,5822475,17,17,12,3,2,3,3
379875,5822525,17,17,12,3,2,3,3
379875,5822575,17,17,12,3,2,3,3
379875,5822625,17,17,12,3,2,3,3
379875,5822675,17,17,12,3,2,3,3
379875,5822725,16,17,11,3,2,3,3
379875,5822775,16,17,11,3,2,3,3
379875,5822825,11,17,11,2,2,3,3
379875,5822875,12,17,11,2,2,3,3
379875,5822925,13,17,11,2,2,3,3
379875,5822975,12,16,11,2,2,3,3
379875,5823025,21,19,12,4,2,3,4
379875,5823075,22,20,13,4,2,3,4
379875,5823125,22,20,13,4,2,3,4
379875,5823175,24,21,13,4,3,3,4
379875,5823225,18,18,12,3,2,3,3
379875,5823275,18,19,13,3,2,3,3
379875,5823325,12,17,11,2,2,3,3
379875,5823375,12,16,11,2,2,3,3
379875,5823425,12,16,11,2,2,3,3
379875,5823475,14,18,11,2,2,3,3
379875,5823525,16,20,13,3,2,3,3
379875,5823575,15,19,12,2,2,3,3
379875,5823625,13,16,11,2,2,3,3
379875,5823675,12,17,12,2,2,3,3
379875,5823725,11,16,11,2,2,3,3
379875,5823775,11,16,11,2,2,3,3
379875,5823825,11,16,11,2,2,3,3
379875,5823875,11,15,10,2,1,2,2
379875,5823925,11,16,11,2,2,3,3
379875,5823975,11,16,11,2,2,3,3
379875,5824025,11,16,11,2,2,3,3
379875,5824075,10,16,10,1,2,2,2
379875,5824125,20,20,13,3,2,3,3
379875,5824175,16,19,12,3,2,3,3
379875,5824225,21,20,13,4,2,3,4
379875,5824275,16,17,12,3,2,3,3
379875,5824325,16,17,12,3,2,3,3
379875,5824375,19,17,12,3,2,3,3
379875,5824425,14,16,12,2,2,3,3
379875,5824475,19,17,12,3,2,3,3
379875,5824525,17,17,12,3,2,3,3
379875,5824575,17,18,12,3,2,3,3
379875,5824625,13,17,11,2,2,3,3
379875,5824675,15,20,12,2,2,3,3
379875,5824725,12,15,10,2,1,2,2
379875,5824775,12,15,10,2,1,2,2
379875,5824825,11,15,10,2,1,2,2
379875,5824875,11,15,10,2,1,2,2
379875,5824925,12,15,10,2,1,2,2
379875,5824975,12,15,10,2,1,2,2
379875,5825025,12,15,10,2,1,2,2
379875,5825075,12,15,10,2,1,2,2
379875,5825125,12,15,10,2,1,2,2
379875,5825175,12,15,10,2,1,2,2
379875,5825225,12,15,10,2,1,2,2
379875,5825275,12,15,10,2,1,2,2
379875,5825325,12,15,10,2,1,2,2
379875,5825375,12,15,10,2,1,2,2
379875,5825425,12,15,10,2,1,2,2
379875,5825475,12,15,10,2,1,2,2
379875,5825525,12,15,10,2,1,2,2
379875,5825575,12,15,10,2,1,2,2
379875,5825625,12,15,10,2,1,2,2
379875,5825675,12,15,10,2,1,2,2
379875,5825725,12,15,10,2,1,2,2
379875,5825775,12,15,10,2,1,2,2
379875,5825825,12,15,10,2,1,2,2
379875,5825875,12,15,10,2,1,2,2
379875,5825925,12,15,10,2,1,2,2
379875,5825975,12,15,10,2,1,2,2
379875,5826025,12,15,10,2,1,2,2
379875,5826075,12,15,10,2,1,2,2
379875,5826125,12,16,10,2,2,2,2
379875,5826175,12,16,11,2,2,3,3
379875,5826225,12,17,11,2,2,3,3
379875,5826275,13,18,12,2,2,3,3
379875,5826325,12,16,11,2,2,3,3
379875,5826375,12,16,11,2,2,3,3
379875,5826425,12,16,11,2,2,3,3
379875,5826475,12,16,11,2,2,3,3
379875,5826525,12,16,11,2,2,3,3
379875,5826575,12,16,11,2,2,3,3
379875,5826625,12,16,11,2,2,3,3
379875,5826675,11,15,10,2,1,2,2
379875,5826725,12,16,10,2,2,2,2
379875,5826775,12,17,10,2,2,2,2
379875,5826825,13,17,10,2,2,2,2
379875,5826875,13,17,10,2,2,2,2
379875,5826925,13,17,10,2,2,2,2
379875,5826975,13,17,10,2,2,2,2
379875,5827025,13,17,10,2,2,2,2
379875,5827075,13,17,10,2,2,2,2
379875,5827125,15,21,12,2,3,3,3
379875,5827175,16,21,13,3,3,3,3
379875,5827225,16,21,13,3,3,3,3
379875,5827275,13,19,12,2,2,3,3
379875,5827325,12,16,12,2,2,3,3
379875,5827375,12,16,12,2,2,3,3
379875,5827425,13,17,11,2,2,3,3
379875,5827475,14,17,12,2,2,3,3
379875,5827525,15,19,13,2,2,3,3
379875,5827575,15,18,12,2,2,3,3
379875,5827625,15,18,12,2,2,3,3
379875,5827675,15,20,13,2,2,3,3
379875,5827725,16,20,13,3,2,3,3
379875,5827775,13,17,12,2,2,3,3
379875,5827825,13,16,12,2,2,3,3
379875,5827875,12,16,11,2,2,3,3
379875,5827925,12,16,11,2,2,3,3
379875,5827975,13,17,12,2,2,3,3
379875,5828025,12,16,11,2,2,3,3
379875,5828075,14,18,12,2,2,3,3
379875,5828125,13,17,12,2,2,3,3
379875,5828175,13,17,12,2,2,3,3
379875,5828225,13,17,12,2,2,3,3
379875,5828275,13,17,12,2,2,3,3
379875,5828325,13,17,12,2,2,3,3
379875,5828375,13,15,11,2,1,3,3
379875,5828425,13,15,10,2,1,2,2
379875,5828475,13,15,10,2,1,2,2
379875,5828525,13,15,10,2,1,2,2
379875,5828575,13,15,10,2,1,2,2
379875,5828625,13,15,10,2,1,2,2
379875,5828675,13,15,10,2,1,2,2
379875,5828725,13,15,10,2,1,2,2
379875,5828775,13,15,10,2,1,2,2
379875,5828825,13,15,10,2,1,2,2
379875,5828875,13,15,10,2,1,2,2
379875,5828925,13,15,10,2,1,2,2
379875,5828975,13,15,10,2,1,2,2
379875,5829025,12,15,10,2,1,2,2
379875,5829075,11,15,10,2,1,2,2
379875,5829125,11,15,10,2,1,2,2
379875,5829175,13,15,10,2,1,2,2
379875,5829225,13,15,10,2,1,2,2
379875,5829275,12,14,10,2,1,2,2
379875,5829325,12,15,10,2,1,2,2
379875,5829375,11,14,10,2,1,2,2
379875,5829425,11,14,10,2,1,2,2
379875,5829475,11,14,10,2,1,2,2
379875,5829525,11,14,10,2,1,2,2
379875,5829575,11,14,10,2,1,2,2
379875,5829625,11,14,10,2,1,2,2
379875,5829675,11,14,10,2,1,2,2
379875,5829725,11,15,10,2,1,2,2
379875,5829775,11,16,11,2,2,3,3
379875,5829825,13,16,12,2,2,3,3
379875,5829875,11,16,11,2,2,3,3
379875,5829925,13,16,11,2,2,3,3
379875,5829975,12,16,11,2,2,3,3
379875,5830025,14,16,11,2,2,3,3
379875,5830075,15,18,12,2,2,3,3
379875,5830125,12,16,11,2,2,3,3
379875,5830175,11,15,10,2,1,2,2
379875,5830225,11,15,10,2,1,2,2
